"Primary_Accession",count
"A1KIS5",34
"C1AND1",34
"A5U2I9",34
"P0A576",34
"Q3JAW7",34
"Q4FNS1",34
"B3QF66",34
"Q9P8K9",1
"P49614",31
"B1JWJ3",24
"Q9X4F5",24
"Q29AA9",9
"A0JVK4",6
"Q0HUP0",6
"A8HYU9",99
"Q7VQW8",99
"B2SZ63",99
"B0T7A1",99
"Q47XB6",99
"Q2SMB5",99
"Q0C636",99
"A5CZ77",99
"Q31CQ1",99
"Q2S2A1",99
"Q8Z5J8",99
"P16247",99
"C3NER4",99
"Q2JRL0",99
"P58877",99
"O34651",14
"P57201",14
"P59398",14
"P62458",14
"Q3Z0G5",14
"Q9L6I1",14
"Q63DX4",10
"P12556",17
"Q51983",6
"C1BAJ4",6
"Q8R0N6",16
"Q2QCI9",1
"Q48440",8
"Q896J4",9
"Q03GY5",9
"A4SG14",9
"P55737",28
"A1W7T4",15
"A9IQZ6",15
"Q1BHT5",15
"A0K8P6",15
"Q0KCG7",15
"C5BEU1",15
"B7UWI1",15
"C0ZIC7",4
"A9KTE0",4
"Q1IGK2",4
"B1JET2",4
"Q5QV36",66
"Q92260",11
"P63017",15
"P63018",15
"Q9STW6",15
"P27741",28
"P40292",28
"A8FKU4",28
"Q1CUU4",28
"Q7N0P4",28
"Q32J53",28
"Q0AP92",40
"Q88CZ7",40
"A2RGS5",40
"B9K286",2
"Q8VEI3",5
"Q9I476",1
"Q2PQN0",2
"P93032",173
"P33198",173
"Q91YJ5",6
"Q2GKQ2",6
"A0RHI4",6
"C1EP35",6
"Q636L3",6
"Q6HF02",6
"A9WGP6",7
"B9LBJ2",7
"P18311",6
"C4Z5N7",6
"Q2SML3",6
"Q74IS8",6
"Q04ZJ5",6
"A0AIC6",6
"B1HR05",6
"Q3KI84",7
"Q88DV7",7
"Q98BI8",6
"A8EYF4",6
"Q4UL51",6
"Q12QI1",6
"Q2FHG9",7
"Q2G2D0",7
"Q5HGG2",7
"A6QGG8",7
"A8Z3U9",7
"Q9WZN3",7
"Q31GK5",7
"B6YWY2",7
"Q08070",1
"Q28233",2
"Q6NV04",226
"Q5P6F1",1
"Q39DS9",1
"A0RCL3",1
"C1EPL6",1
"Q2T0B6",1
"Q1IYZ8",1
"A4YEN4",1
"A7HXI4",1
"B5EZ28",1
"P40810",1
"B8CHS0",1
"Q8DK13",1
"Q8RDJ9",1
"B2I699",1
"Q87F63",1
"O14089",5
"O58045",24
"Q4L385",4
"P42802",20
"P93761",29
"Q63B73",226
"Q9ZCW5",12
"Q13568",2
"Q64273",12
"B9DFG3",3
"Q55274",28
"B3QIL5",57
"Q2SWT5",117
"Q3ZAD6",117
"P65184",117
"A1KPR7",117
"C1AI40",117
"A5U8Q6",117
"P65183",117
"Q2S211",117
"Q82K43",2
"A1R501",2
"Q47WC0",2
"Q8F1H5",2
"Q5NR50",2
"Q6N3G0",16
"Q6G0C9",16
"Q8EWR9",16
"B0K9L0",16
"B0K197",16
"Q9JX35",32
"Q7UF53",32
"O83612",32
"Q9GLP0",12
"Q03526",13
"Q7KWM9",24
"Q8GUI6",12
"Q03215",52
"Q65G82",32
"Q4QLS8",32
"B8F8G9",32
"A6QAB4",32
"O27476",2
"Q6L8L1",60
"O95251",3
"B3PEP6",28
"Q2JBP8",28
"Q987S0",28
"Q9R708",28
"Q13EM6",28
"B7UJ30",2
"A4WEV0",2
"B7LMV1",2
"Q83JH9",2
"Q17ST2",24
"O35173",24
"A8MYU2",4
"P07310",54
"P00564",54
"Q82BX4",26
"B2UIZ4",26
"Q46225",122
"Q6D547",134
"B2SDK5",134
"Q7VK53",117
"A9LZL2",134
"B0BW09",138
"A8GQM3",138
"A8FYY1",134
"Q91783",115
"Q6RZZ9",114
"Q14807",153
"O15991",54
"Q973F3",47
"Q8ZEY2",60
"Q9SAK2",18
"Q9FQ08",4
"O59896",65
"Q6Z8L2",65
"Q8E4R6",16
"Q837X9",5
"P03023",4
"Q2XSC6",18
"Q61292",3
"A5F137",9
"C3LWU0",9
"Q8XDR6",56
"P42683",16
"P06240",14
"Q2YV38",12
"Q9PW04",12
"Q29563",88
"Q28832",2
"Q8K419",4
"Q39I75",41
"Q0K8N0",41
"Q47EG0",41
"Q3YSC2",41
"Q2N9U6",41
"B6JKS8",41
"A6WDJ3",41
"C1AUN7",41
"A9MGX5",41
"B1VY28",41
"Q5E312",41
"Q8UD63",18
"A1R6V4",18
"C1EMA9",26
"Q5WEN3",26
"Q9EVI8",18
"Q8THA5",24
"Q6LV24",26
"A6WIB5",26
"D3HCJ2",20
"D2ATJ4",18
"Q6LV25",173
"B1VZ57",173
"Q8DTG3",173
"Q7MP78",173
"Q3BPJ8",173
"O31293",16
"B7N7U7",16
"Q2SJD8",16
"B9LUZ3",16
"O27439",16
"Q8YX02",16
"Q5LX06",16
"B9DMJ8",16
"A5F5E2",16
"Q9KP81",16
"C3LR34",16
"Q2P765",16
"B2SNH4",16
"Q5H4D1",16
"A8LJB4",3
"A7ZJV2",3
"B7LD77",3
"B7M813",3
"C4ZQ11",3
"B1X825",3
"A7ZYI8",3
"B1IWN8",3
"P0A8P1",3
"B7NAN6",3
"B6I8V6",3
"B1LJX9",3
"A9B6X1",3
"Q4ZRL0",3
"Q2IVN3",3
"B3QH27",3
"A8H5L2",3
"B2TUJ4",3
"Q323L8",3
"P0A8P2",3
"Q3SH93",3
"A8XNX8",65
"P15018",3
"P09056",3
"B5R5H2",17
"B5EXA8",16
"B5FLH2",16
"Q8ZL61",16
"Q329P9",40
"Q9VH19",1
"Q8H016",25
"A3M9X5",19
"Q2S9Z8",19
"Q72RV5",19
"Q8F3U4",19
"Q9CPA5",19
"A1WI31",19
"Q6G0J6",6
"C4ZQ41",6
"B1X855",6
"A4SG46",6
"Q92RP7",6
"Q6NAM5",6
"Q31YT5",6
"P98158",6
"Q6GF49",53
"Q8RWT0",16
"A7Z800",22
"A0RM88",22
"A8FMQ4",22
"Q5HTR6",22
"A7MJ28",22
"Q086L5",22
"Q5HM88",22
"Q8CNI0",22
"Q3K375",22
"P65332",22
"P65333",22
"Q8KQK6",22
"Q30P69",22
"A6Q6Q3",22
"P40495",173
"A1KJ57",59
"C1ANR3",59
"Q80A02",3
"Q6DPU0",3
"Q6DPT6",3
"Q9P6J3",98
"Q29444",8
"Q54YC4",45
"Q6NXH2",8
"A8FZ49",38
"Q9XGZ0",38
"P53582",11
"Q8BP48",11
"Q9CPW9",3
"A5E5I9",15
"P49138",1
"B9JG75",8
"A1T9P9",8
"B6ELS5",4
"P18190",25
"P21950",25
"P33808",3
"Q6DIH3",2
"P25206",2
"Q561P5",2
"Q0V9Q6",2
"Q49605",24
"P07961",24
"P11562",24
"Q05145",2
"P77265",42
"Q8X3J5",90
"Q4W9B7",4
"Q6BXG1",5
"B3GZ01",226
"B1IXS2",226
"A8FPR6",226
"Q65FT5",56
"Q16819",4
"D4AL88",1
"A1DBW0",1
"Q8TG24",60
"Q72X44",4
"B2SBF6",4
"Q2YKB2",4
"Q577P3",4
"A9MBD0",4
"C0RL20",4
"A9WYG6",4
"Q8FWG9",4
"B5F1J1",4
"Q57H45",4
"B5FQM3",4
"B5QYG3",4
"B4TDF7",4
"B4T110",4
"Q5PKY6",4
"A9N0M3",4
"C0Q486",4
"B5BJS7",4
"B4TQL9",4
"P37413",4
"Q12L09",4
"B5FA49",4
"Q31UF9",9
"A6TYK8",9
"A5IPT7",9
"P57704",1
"Q2J843",22
"P31153",22
"Q4R924",22
"Q5R5H1",22
"Q2RMS5",22
"Q6F3F0",22
"A4YYF1",22
"C1FQQ5",22
"A8ZYC8",22
"Q7VNG7",22
"A4G977",22
"Q0ALW2",22
"A0QI26",22
"A4TBZ0",22
"A3PZ71",22
"A1UFL0",22
"Q1B9F3",22
"A3PB34",22
"B9K7H2",22
"Q31EL0",22
"Q07DV8",18
"P97523",18
"Q9AKD5",1
"Q8X5D9",24
"O23676",5
"B6YQT8",5
"Q5LH18",5
"Q5PAI0",4
"B7JIE1",16
"B7ISQ9",16
"B9MJT8",16
"Q0TRD4",16
"B3R6B8",16
"Q9RTR6",16
"B7MSY4",16
"Q8CXV3",16
"A4W5R2",16
"B1Y5G6",16
"B6JB74",13
"A8G7E1",13
"A9WQ48",5
"Q3J2X6",5
"Q2YXR3",5
"Q9PH56",5
"B0U1E8",5
"B4EBG2",1
"A7GZE1",1
"B0RGZ1",1
"Q8EUX4",1
"Q2GCU4",1
"A2C471",1
"Q5PLT0",1
"B5BCD1",1
"Q8CFC1",6
"P38920",3
"Q9Y5R2",10
"A7FT69",5
"A5I123",5
"A6KZ28",5
"B1IIY2",5
"A6KZV1",5
"A9NFP7",5
"B9MIA2",5
"Q0VQ25",5
"A7HCV7",5
"P57349",5
"A0RQY3",5
"A5FR85",5
"Q3ZXD7",5
"A4W9E5",5
"Q820U1",5
"Q39XA9",5
"B0TFA7",5
"A1T6X1",5
"A9BBQ7",5
"B1JBJ1",5
"A8GDD5",5
"A1W0Q3",1
"Q472D5",1
"A7ZPE0",1
"Q1IDB9",1
"Q1Q999",1
"A9MJ47",1
"Q31JE7",1
"A1BCU6",6
"B0B8S4",6
"B0BAF3",6
"O84704",6
"A7MN03",6
"A1VER5",6
"O25991",6
"A8YTQ7",6
"A5CFM7",6
"C0Q2L4",6
"Q0I6N5",6
"Q7M901",6
"A7FPC2",6
"B0BRY1",8
"Q650H5",8
"B8D8G6",8
"B1KUB1",8
"B1I6S1",8
"Q5WSS4",8
"Q926U8",8
"A5CDS8",8
"Q39ZT1",8
"A5WGD0",8
"B4TN42",8
"Q8NZ02",8
"C4LDX1",8
"Q8H116",13
"Q39DA3",60
"C4XRE5",60
"B5XYW4",60
"B2GCM0",60
"P34948",3
"Q870Y1",3
"A5A6K3",3
"B3GZK5",2
"Q7WFR9",2
"Q7VUQ0",2
"A3MR60",2
"A2S5U8",2
"Q62GS4",2
"A1V0S1",2
"Q3JND5",2
"A3NDW7",2
"Q63QJ4",2
"Q2SZI6",2
"B1ZU32",2
"Q15Q14",2
"Q98KB0",2
"Q8DAV2",42
"Q336R9",2
"C0RMK6",10
"Q0T9G6",11
"Q119G2",13
"Q97IU0",19
"Q7N400",20
"A7FI81",19
"Q1C7U0",19
"B2K3R4",19
"Q8ZEK7",19
"A9R9C4",19
"Q1CJ76",19
"A4TJB4",19
"Q66AP6",19
"B1JLG2",19
"F6ZFR0",26
"P55300",18
"B4TZN1",2
"A7Z1E8",5
"O65992",5
"B7NPA3",5
"Q5B0F5",5
"P33216",5
"C1DRQ7",18
"Q47AR7",6
"Q9V9X4",18
"B0TH58",18
"B5XZW2",6
"Q2VZP8",6
"Q4K8M6",18
"Q21S04",18
"B2TUF7",5
"Q9KRC6",5
"C3LN39",5
"Q87QW4",5
"Q7MJ62",5
"Q8XH79",19
"B3R7A2",19
"B6JLN6",36
"Q9K1Q9",19
"B6JDF7",19
"Q6MEP6",10
"B1JBC3",20
"B0TUW5",19
"C5BSW4",19
"B5F9P4",19
"B7GGI1",6
"Q5P3R2",6
"B9DWV2",6
"A5N360",6
"Q46XL1",6
"B3E3Y0",6
"Q9CGD5",6
"A0AIM3",6
"Q2RVU6",6
"C4K125",6
"C0QXF2",10
"B3QLW3",10
"Q97E89",10
"B2TI04",10
"P61677",10
"A9BUK7",9
"Q2JD48",9
"B3E3Y1",10
"A4G8T7",9
"Q1GZ02",9
"P61681",9
"A6LEU2",9
"Q57TC9",9
"B9DN57",8
"Q3ANM4",9
"A7MXR2",9
"Q6MIF8",7
"Q2SZI5",7
"Q3ANV5",7
"Q0AJD9",7
"Q1ME31",7
"Q03523",9
"O69557",6
"A6LEU7",9
"Q8ZRU7",6
"Q8ZIF4",6
"Q9RNM2",6
"Q8MI68",12
"Q05065",12
"Q0SXB2",2
"A1TNU7",10
"C3P5H5",10
"C3L822",10
"Q81WR3",10
"Q1QZX5",10
"Q0KCC0",10
"Q65QA9",10
"Q7V9M5",10
"A4SFT1",10
"B1JB25",10
"Q8Y093",10
"B5FTQ5",10
"A9GIM9",10
"Q90405",84
"Q5I2P5",2
"Q6TN15",2
"Q61879",135
"O43795",135
"Q9Y7Z8",135
"P54697",135
"Q93X23",18
"P05659",135
"Q9W4C5",25
"O61370",9
"B7JQ14",2
"B7HQI6",2
"Q6HD97",2
"A5GDD6",2
"A4T9M4",2
"A6V9L0",2
"P0A5L7",11
"P0A5L6",11
"Q2UES9",4
"Q65HN9",117
"B8DBP0",117
"A5F7A4",1
"P0C6E9",1
"A8AE11",43
"B7MFB8",43
"A1AD59",43
"Q1R9L3",43
"Q6D5Z2",43
"B3N018",8
"B4NSS7",8
"P09152",38
"Q5TYW4",1
"O43070",3
"Q809S1",47
"Q6DPE9",47
"Q6DPE8",47
"Q6J8B1",47
"Q6DPE5",47
"P16988",47
"P18069",47
"P26059",47
"O36433",47
"O49505",14
"A6H5P8",15
"A3PAP0",15
"Q6PFP6",14
"P22142",14
"Q0MQI6",5
"Q96PU5",13
"P05857",12
"P22378",12
"B6YTM6",6
"Q90922",3
"Q3HXY6",2
"Q3HXX5",2
"Q9N2E9",2
"Q9JI78",5
"A4FCM4",6
"Q5FNE6",6
"A3D1U4",6
"A3QBR5",6
"P49102",27
"Q51879",22
"F1MHT9",1
"Q8K3Z0",1
"Q753I4",8
"Q6G7B7",1
"Q8NVC8",1
"Q5JG47",27
"D5DEH5",52
"P15559",20
"P06819",364
"Q07429",39
"Q4WYP0",7
"B3SRQ6",25
"P54989",2
"O22944",1
"O43044",6
"Q6YXP8",2
"Q8DL32",2
"Q0ZIW3",2
"O78701",2
"O63623",2
"Q70Y23",2
"Q2A7B8",2
"Q0H8X6",2
"B1X491",2
"P51099",2
"Q19V60",2
"P51100",2
"B1NWJ6",2
"A4GGE3",2
"P10330",2
"P33599",5
"B4EZC8",5
"B9KJI1",5
"A1K5B1",13
"A9AFZ0",13
"B2T2F0",15
"Q1IZX0",15
"A4FPT8",13
"B2FNX6",13
"Q30PI1",15
"Q9I0J7",5
"A1W4M9",2
"Q0A782",2
"B2T2F4",2
"A1WXW0",2
"Q4UK23",2
"P50939",2
"A5W8J7",44
"Q88N27",44
"Q05961",1
"A8EV83",1
"B1JVA1",1
"A0K4B0",1
"A7H1H0",1
"Q7NZS1",1
"Q5FH94",1
"A6WDM9",1
"Q31CW3",1
"Q5LYR4",1
"Q5M3C8",1
"Q03JJ8",1
"A5IKX2",1
"B2S877",2
"Q2YLS2",2
"Q57AX5",2
"C0RFG8",2
"Q8YJE4",2
"Q89AQ9",3
"Q5R4R3",6
"Q6Z965",117
"Q07337",8
"Q73E86",413
"Q62KD8",413
"B7HNP5",413
"B9IXC5",413
"Q47BL9",413
"Q7VHJ0",413
"Q2NI83",413
"A6Q1W6",413
"Q88NX4",413
"P96134",413
"B2HHY2",10
"Q5PMW8",10
"A9MU86",10
"P0A1Q1",10
"E1WGG8",10
"P0CL06",10
"O04015",172
"Q86XP0",1
"Q9UNF0",2
"Q9Y2J8",18
"D0LDT3",6
"A1TAP0",6
"P0DJQ4",12
"P0DJQ3",12
"P05120",100
"O96013",1
"Q8C015",1
"O23865",40
"P45731",40
"P45729",40
"P45734",40
"Q8FUA5",20
"B7MNZ6",20
"Q0TLJ8",20
"Q0RFD5",20
"B5E846",20
"B0UQT7",20
"A0PNG6",20
"A1S3M7",20
"Q2JRY1",20
"A2C536",74
"Q46IM3",74
"B6ELE2",74
"Q5P9T3",74
"Q9FKB3",76
"A0JR91",76
"C1DFJ9",74
"B7JHQ7",74
"B7HHU4",74
"Q6HL15",74
"Q3A9L1",74
"A3DDV6",74
"A7HND1",74
"A0QA93",74
"Q2S2P6",74
"B8GNA8",74
"C1DFK0",8
"Q9ZHI5",8
"Q6ALV4",8
"A8LCM7",8
"Q5KXX4",8
"Q7VJB2",8
"B0TBP6",8
"B2UC88",8
"B0U1Q4",8
"Q87EV8",8
"A1JJN6",8
"P51003",5
"P75352",51
"Q59189",29
"P34446",12
"P15659",31
"P67921",31
"P67922",31
"Q0A452",31
"Q1K9Q6",4
"P03429",4
"P31344",4
"Q20PL4",4
"P26105",4
"Q07FH5",4
"P02919",6
"Q9UN74",1
"A5UHW1",8
"Q98CL7",8
"Q0I0F2",28
"Q83J96",8
"Q2NQI3",8
"Q9S7Z3",2
"Q9ZWB7",2
"A8T658",6
"Q7NHE8",17
"Q13946",108
"C3KYY3",8
"B2VGP9",8
"B7LVS5",8
"Q8RGR0",8
"Q5NMX3",8
"Q39UG0",54
"B2UVZ8",54
"Q9RQV9",54
"Q7V0Y7",54
"B3QJH1",54
"Q9V0J7",12
"Q46IM0",17
"Q7NL65",17
"A2C538",17
"Q318F0",17
"Q7V585",17
"Q9YAZ5",4
"B9LQI7",3
"Q8U150",4
"Q07744",3
"B8F8H3",5
"P40334",2
"Q96519",39
"Q4W1I9",39
"Q9JJK4",1
"P35354",102
"B3PGF6",17
"B5YE95",17
"P56154",17
"C1KY97",17
"Q71WW8",17
"Q02TL3",17
"Q9I5Y4",17
"A5WFD0",17
"A5UTB6",17
"Q3JZB8",17
"Q8DXT0",17
"Q5E7Q9",17
"Q00446",8
"Q07181",8
"Q6PCE3",25
"P53536",233
"P42498",8
"Q99755",4
"Q8TC59",18
"A6P7L8",18
"Q03674",1
"Q7YRU3",10
"B2RXS4",26
"Q08436",44
"Q9N4H4",29
"O04887",2
"Q9LVQ0",2
"P55743",1
"Q12535",2
"P53514",2
"A4YK54",64
"Q0K8J9",64
"B7LNU8",64
"Q48NY1",64
"Q88DF7",64
"A3MZU3",33
"B3GXC1",33
"B5RMZ9",33
"B1JVP5",33
"A7GX79",33
"B0RGW7",33
"Q6NGP1",33
"Q11U61",33
"Q47D98",33
"B5EI63",33
"A4IME3",33
"B2UUX6",33
"A0QIW5",33
"B2U7R6",33
"C0ZYB7",33
"B8E6N7",33
"A8Z660",33
"Q87M06",33
"A7IC03",33
"Q76L39",120
"P03599",300
"P33478",3283
"P14337",3283
"P07564",3283
"P26662",126
"Q68801",126
"Q02478",3259
"Q04538",3289
"P08491",2897
"P03367",241
"P12498",269
"P20875",241
"P24740",241
"P12502",226
"O13988",4
"P52290",4
"O60109",89
"Q6BXZ7",2
"Q9VL84",9
"Q10978",21
"P0AFL8",4
"P0AFL7",4
"P0AFL6",4
"Q9TLS1",20
"Q2NI23",7
"A3DM85",3
"Q5JJ72",7
"Q65IS9",280
"B9MH63",280
"A1KAH8",280
"Q747Q4",246
"Q890J4",280
"B5ZUE5",288
"Q6NDE4",286
"Q165Y8",268
"Q9UT44",286
"Q1JKL4",266
"A7FLI1",268
"B2K6Q4",268
"Q66DY8",268
"B1JIH2",268
"A1W4B1",6
"Q39JU6",6
"Q2SZF9",6
"Q747Q3",6
"Q46F79",6
"Q3A1D9",6
"Q3K6L0",6
"Q3AYS3",6
"Q87RV0",6
"Q9KSC2",48
"Q5XGI0",64
"P34025",54
"P16316",18
"Q58DU5",18
"O78508",14
"Q9MUJ2",14
"Q6L398",14
"Q6ENW3",14
"Q9T2L6",14
"Q9MUK2",14
"Q19V90",14
"P31089",7
"P31083",6
"Q7NIE7",6
"Q5ENP6",6
"Q7M7A9",150
"P09752",150
"Q9TJ82",150
"A6YGB8",150
"Q6EW68",150
"P51765",150
"A9LYC6",28
"Q3V508",28
"B2LML9",28
"Q9BBQ8",28
"Q2PMQ9",28
"A9LYI1",28
"Q3V538",28
"B5LMM0",28
"Q3BAP5",150
"P51766",150
"Q32RT0",150
"P26320",11
"Q40459",11
"Q5RBI3",2
"Q9SIV2",3
"Q99V14",20
"Q5HQ85",20
"Q8CT19",20
"Q49112",6
"Q6NI78",19
"B2KE94",19
"Q2VZ24",19
"A0PW66",19
"Q2G6G8",19
"Q888C8",19
"B9KMG1",19
"A8B006",19
"P35236",36
"Q6C712",9
"Q60673",1
"Q7N1Z4",8
"Q6LU24",8
"Q48LX3",8
"Q12PR7",8
"B5Y714",31
"A8ZVI6",31
"Q2SCM9",31
"Q9V254",31
"O57978",31
"B8CR57",15
"Q9KSR6",12
"Q7M9X5",31
"C0R444",31
"Q4UZH5",31
"B0RMY6",31
"Q8PD87",31
"P57351",91
"Q5HN26",151
"Q8CRT6",151
"B5EL42",14
"B6ENA8",14
"Q46480",14
"B7MIZ2",14
"A1AIH7",14
"Q1R5X1",14
"B2UFL5",14
"Q5LN38",14
"Q4DLT6",57
"O29417",57
"B8HBV4",57
"Q1LSQ9",57
"Q2H9E8",57
"B2TRE4",57
"B8I5L3",57
"Q8FMB0",57
"A5EVE1",57
"B2SE78",57
"Q2SBC8",57
"Q5QW95",57
"A6TH93",57
"Q38ZL5",57
"Q1MRW8",57
"Q0AS86",57
"A4T142",57
"A8G3M2",57
"Q3YUG6",57
"Q1JIX0",57
"Q48VK8",57
"Q2P782",57
"Q5H4F2",57
"B7H4T6",8
"Q7VF52",8
"P35852",8
"A4T7J3",8
"Q1MG23",8
"A4WQY3",8
"Q3B100",8
"Q47TL8",8
"P78061",248
"B1YU30",413
"Q0BHS4",413
"Q8NQ38",413
"A5FQE1",413
"Q2GGK2",413
"Q60252",413
"B2HNE6",413
"Q21YN9",413
"A9MEW2",413
"Q49WY1",413
"C3N688",413
"A0LK21",413
"B5F9P9",413
"B6ER91",15
"Q0TJ12",14
"Q48F12",15
"Q02QZ8",15
"Q5E9W3",18
"Q5U2N0",8
"B3GZX8",8
"B0BS41",8
"Q9K6D7",8
"Q8G5X7",8
"Q9PJ84",8
"B6J4W8",8
"A5EW22",8
"Q2SKX2",8
"Q5FME6",8
"Q98PQ3",8
"A1TA81",8
"Q3B6P1",8
"Q7UZH7",8
"B0KSB7",8
"B5ZPZ7",8
"Q1GF61",8
"Q2FWD1",8
"A3M741",8
"B9MDS3",8
"B0BPC7",8
"B8F3V1",8
"Q126D2",8
"A6V3T3",8
"Q9LRX8",11
"P0C6T7",125
"Q32LP2",3
"Q9QXG2",1
"P16551",24
"Q0I5G1",1
"A8G9P6",1
"Q46UT0",20
"Q6ND47",196
"P16306",196
"O03042",196
"O20304",196
"P28392",196
"P28400",196
"P48703",196
"A6BM42",196
"Q37227",196
"P69576",196
"P69577",196
"P69586",196
"P69588",196
"P69590",196
"P28433",196
"Q33101",196
"Q0I8Q2",196
"Q02518",196
"Q05994",196
"O08674",7
"Q9LKZ3",3
"A9UL14",3
"Q0TAW0",24
"P04983",24
"P24683",48
"P06008",61
"Q08096",1
"P11124",19
"P94190",1
"A7MJ38",1
"B1YMB9",1
"P17479",1
"Q9ZFF6",1
"P96185",1
"P96921",1
"Q9ZJA1",1
"Q0A8I0",4
"A9IMX8",4
"B3R1M6",4
"C0QAG9",4
"P65991",4
"A1KQ47",4
"A5U941",4
"P65990",4
"Q03E59",4
"A1VMV7",4
"A8F1L4",4
"Q0HHZ4",4
"Q0HU94",4
"Q2LYF5",4
"Q03FN2",2
"Q8DVL3",2
"P82343",2
"Q92900",4
"A3EWL3",3
"Q3MHI7",12
"Q8K126",12
"Q8U8B8",12
"Q0AC04",12
"B3DR51",12
"A4QDG1",12
"Q8NR57",12
"P43917",12
"O26964",5
"Q73X48",12
"A3Q3C2",12
"A1UJZ5",12
"Q1B542",12
"Q4ZXW7",12
"Q6NC66",12
"B3QCF6",12
"A5V9C3",12
"Q1JBR9",12
"Q1JLQ2",12
"Q1JGV2",12
"Q1J6M1",12
"A2REH9",12
"Q7U4H2",12
"A1T6D1",12
"P39883",14
"A5EVN8",14
"B9EAS8",14
"A6VU13",38
"Q9K0H6",15
"Q3YU19",25
"Q1JG54",12
"B2ILY0",13
"B0U262",14
"Q23696",2
"Q8JZL7",6
"P95479",19
"Q95M77",39
"Q9QXP0",39
"Q8I0L6",39
"Q8FFM8",34
"P52154",141
"P53893",47
"Q8K9Q0",6
"A8FTP1",6
"A0Q3H7",2
"Q6G8G1",2
"Q8NW14",2
"Q6D8S3",13
"Q9JU97",2
"Q9JZ77",2
"Q3IKS6",13
"P0AG42",1
"P0AG41",1
"P0AG40",1
"P0AG43",1
"Q7W1U6",1
"Q7VS95",1
"Q82VY8",1
"P56626",37
"Q7M1Z2",3
"P84853",10
"P84530",40
"P32282",37
"Q50549",44
"P50621",46
"Q8SRR2",54
"Q77MS0",16
"P45273",20
"Q14F95",170
"P18663",170
"A4QLN5",170
"P21434",170
"Q9MTE5",170
"Q85FV1",122
"P14807",122
"A0T0J3",84
"B8GH15",46
"A4YHV3",47
"A3DM76",46
"P42794",8
"Q90YV5",10
"A7I9D0",48
"Q9UXD0",48
"Q7T3N9",48
"Q7T3N7",48
"P61368",48
"Q29IM3",1
"P41093",11
"Q5DUX7",119
"B7J470",170
"B5ELY2",170
"Q0VSK0",170
"A8IAR8",170
"A1KB24",170
"Q5L717",170
"B8G6S2",170
"Q0TMP9",170
"Q8XHS6",170
"Q0SQE7",170
"B5Y985",170
"C6E4Q4",170
"Q5QXY0",170
"Q046C2",170
"B3E0I7",170
"A2C4Z6",170
"Q46IR2",170
"C4K2H6",170
"Q16AE8",170
"Q82DP2",170
"C0M6X2",170
"Q67JU6",170
"Q94460",6
"Q7VQE8",161
"B7J243",161
"Q30Z42",161
"Q8EUB3",161
"A3PVC1",161
"A1UBN6",161
"Q1BDA7",161
"A1T4N9",161
"Q9CL32",161
"A2BTD7",161
"C3MQ59",112
"C3NHA9",112
"C3NEE3",112
"Q3SLP9",161
"O83219",161
"B2S2D6",161
"B1I1I9",126
"A5FMY0",126
"B5EFQ1",126
"C6E4Q6",126
"Q0BUP9",126
"Q38UR3",126
"Q4R5P9",10
"Q65QV6",125
"Q2K9L5",126
"P52822",51
"Q5HAT4",122
"B2GDV7",122
"Q4R5M0",14
"Q65QW7",122
"C6DG62",122
"A9WSU5",122
"Q67JV5",122
"Q0AUJ2",122
"Q231U7",51
"A6LLM5",122
"A3N372",79
"B3GZ26",79
"B0BSU6",79
"Q7WRA8",79
"Q7W2E0",79
"Q58DQ3",5
"B8I7Z4",48
"Q8FS54",43
"Q3Z966",49
"Q1IX87",49
"Q74L75",5
"Q8ETW8",43
"A6LEH6",43
"B3PWT6",79
"A8F2D2",101
"C1CAM7",43
"Q67JV8",43
"Q72I19",49
"Q5SHQ3",49
"P24316",49
"O60143",10
"P22685",33
"P50345",33
"Q13Z67",2
"Q128S1",2
"Q8Z446",2
"C1DEM7",4
"B1J5D5",4
"B1KQX8",4
"P45175",12
"B2GB29",4
"Q8DSC8",4
"B7IUW8",302
"B7H4V1",302
"Q81IP0",302
"Q5HL59",302
"Q8CN04",302
"Q6XHA7",1
"P08775",102
"Q8SR75",98
"P11512",98
"P09847",68
"C5C0G1",60
"A9M5M5",60
"B1I1B3",60
"Q38UT7",60
"Q83017",2
"Q5X834",60
"Q5ZYL8",60
"Q5WZI7",60
"Q1IFU1",60
"A5VXS2",60
"Q88QL1",60
"A4VHQ5",60
"Q2RQY4",60
"A5GIS2",60
"A1VYJ4",101
"Q3ZX01",101
"Q7YN57",98
"A7NEC0",101
"A1T4J2",101
"Q02T87",101
"Q1XDN5",101
"Q1GK49",101
"B0C2D1",98
"A4QL10",98
"Q589B9",98
"Q5MZ22",98
"A4GYP8",36
"Q7V5P3",93
"A1AIG0",98
"Q8FB83",98
"Q1R5V4",98
"B2KEN0",98
"Q28UX6",98
"B3E164",98
"B0KK61",98
"Q68XM7",98
"A4FPP2",98
"Q2LQ86",98
"Q2NZX9",98
"B2SQQ2",98
"Q8KTH8",98
"Q8P4H2",12
"Q1KVX0",69
"Q9MDK3",40
"A9L985",173
"P16037",173
"Q1XDN8",173
"A1EA47",156
"Q70XX2",173
"A7M9A1",173
"A6MW07",173
"B3P8M3",50
"Q9LTF2",6
"Q6MJ11",35
"B2KEM9",35
"A0Q4H9",54
"Q1MPT1",40
"Q53538",36
"A1KGG2",36
"C1AL15",36
"A5U068",36
"P41196",36
